"ID","POSITION","SONG","ARTIST","POINTS","ENABLED","UPDATED_AT"
"424253be-2746-409b-bc0c-b9c21dd8fc56",1,"rrEfoNVzCBYV","CivfTfmirhYJoJhJEhf",3,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",2,"rETNOJlEnzGGnX","tljnOGoZQyiLVbjyz",2,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",3,"RUdXHorQrN","ZbxFwikaVcLzPAE",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",4,"CoMkPhnWj","l1JIjF  <a href=""http://agdsbuuerhft.com/"">agdsbuuerhft</a>, [url=http://ijovwtubgrhf.com/]ijovwtubgrhf[/url], [link=http://izobmjrvyfzf.com/]izobmjrvyfzf[/link], http://oykijcloospm.com/",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",5,"XNvcHMJz","pWDmaypjWzZOKFPSvH",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",6,"TkfjhFvYagvzrA","nUMqNvPdpgCKCbjx",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",7,"ssjYtnnEal","kZhSnAWEy",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",8,"zPBfbQHTGDsCKMX","vPlTzrrJfaKO",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",9,"eOVHmTWYEROrgoBPDvm","cgBqijdFJXhf",1,FALSE,1574837494
"424253be-2746-409b-bc0c-b9c21dd8fc56",10,"fRGbEucCzvntXNx","cmHklogp",1,FALSE,1574837494
"951441d4-1650-4de7-a034-a21c4e25d450",1,"LPRVJqGwANxNwHWg","KYCXlkRhX",3,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",2,"vPzwsJVv","QlKrZKdXepWDMmia",2,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",3,"ldXwoiQFJhGxwovdf","xLkOLzgSZDmHrs",1,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",4,"fZgfnAiQFvnTvGiTa","I love the theatre http://tamilxxx.in.net/ tamil oneindia  The most-wanted woman in the world is suspected Kenyan mall terrorist Samantha Lewthwaite, aka the ""White Widow.â The Widow used to look like a girl without a date for the prom, and then she went all radical killer and â yes â got a glam makeover! Clearly she wants to become the next iconic-yet-dead image a la Che.  ",1,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",5,"zqhtfpbD","wdtbyQDvBgebfgUsWNc",1,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",6,"nJFKJpVz","pZMZOSNMFqVTVAWJyf",1,FALSE,1575396044
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",1,"Black","Cat Power",3,TRUE,1544989232
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",3,"Last Night","Connan Mockasin",1,TRUE,1544989232
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",6,"Habitual Love","Okay Kaya",1,TRUE,1544989232
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",8,"Kingdom","Maribou State",1,TRUE,1544989232
"b0e6276d-0a19-4705-968f-339e19de8051",1,"Nonstop","Drake ",3,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",2,"Big God","Florence + The Machine ",2,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",3,"Not going back (2011 Re-Release)","Childish Gambino ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",5,"Lightenup (Breakbot remix)","Parcels ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",6,"Ne može","Vojko V ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",7,"Shadows ","Roosevelt ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",9,"Like Sugar","Chaka Khan ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",10,"Feel Alright","Poolside ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",4,"Deep End","Lykke Li ",1,TRUE,1546788990
"b0e6276d-0a19-4705-968f-339e19de8051",8,"My Life","ZHU",1,TRUE,1546788990
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",2,"It Gets Better (With Time)","The Internet",2,TRUE,1544989232
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",4,"Know You","Against All Logic",1,TRUE,1544989232
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",5,"Ddoje Facce","Nu Guinea",1,TRUE,1544989232
"8bc8be72-842a-4ac9-aa0b-df6d15d49fbc",7,"Emerald Rush","Jon Hopkins",1,TRUE,1544989232
"5391d80a-1cc7-4d26-9619-75b2f46dc74e",1,"All Melody","Nils Frahm",3,TRUE,1545011827
"5391d80a-1cc7-4d26-9619-75b2f46dc74e",2,"My Isle","Egret",2,TRUE,1545011827
"5391d80a-1cc7-4d26-9619-75b2f46dc74e",3,"The Palace","Father John Misty",1,TRUE,1545011827
"5391d80a-1cc7-4d26-9619-75b2f46dc74e",4,"Mi Smo Se Oženili","Mikri Maus & Bvana iz Lagune",1,TRUE,1545011827
"161dcd8a-2273-41ff-9591-059df718b4bd",9,"Pretty Little Fears","6lack",1,TRUE,1545744727
"161dcd8a-2273-41ff-9591-059df718b4bd",10,"Drip Too Hard","Lil Baby, Gunna",1,TRUE,1545744727
"c489112f-0a0e-49f9-99d0-d797a4acb11f",10,"Subliminal","Spejs Noksi",1,TRUE,1545760130
"901134ee-879f-402f-b701-d939d6280c87",9,"So sad so sexy","Lykke Li",1,TRUE,1545817094
"901134ee-879f-402f-b701-d939d6280c87",10,"You Get","Cat Power",1,TRUE,1545817094
"8eb41ce6-e3df-429e-8aa4-617ea93e18f6",9,"Lover Chanting","Little Dragon ",1,TRUE,1545823677
"73323681-85f5-4f1b-ab83-95310d7d0fa0",10,"Biseri iz blata","Coby",1,TRUE,1545824852
"a853aac9-6456-4809-a576-21bc4c6aabf3",9,"when the party's over","Billie Eilish",1,TRUE,1545913069
"a853aac9-6456-4809-a576-21bc4c6aabf3",10,"Ruthless","The Marías",1,TRUE,1545913069
"951441d4-1650-4de7-a034-a21c4e25d450",7,"euVHByYD","eUWzaMPNeUmhRvByIm",1,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",8,"LWMMdlctQjG","fjxIATEtohVEZ",1,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",9,"RlwNEqPKfOsCHYOneLG","ndRdLcqiHYyO",1,FALSE,1575396044
"951441d4-1650-4de7-a034-a21c4e25d450",10,"KkHfJGkqLvH","WSVpOGRHMketYMRpiA",1,FALSE,1575396044
